,title,vote_average,release_date,runtime,genres
187345,Exile,2.5,2008-05-24,82,"Action, Romance, Science Fiction"
205173,Lemonade,3.8,2022-01-27,77,Comedy
17645,O Concurso,5.2,2013-07-19,87,Comedy
314907,"Suicide, the Comedy",2.0,1998-01-01,87,Comedy
92738,Young Widow,4.6,1946-03-01,100,Drama
994218,The Weight Of The Shadow,0.0,2016-01-01,82,Documentary
825409,The Onyok Velasco Story,0.0,1999-07-30,104,"Action, Drama"
110425,3 Wicked Witches,5.2,2014-01-01,75,"Horror, Thriller, Comedy"
95102,The Swordsman,4.0,1992-03-01,98,Fantasy
141858,Down On The Farm,7.8,2017-02-14,72,Animation
213108,Spaceship Agga Ruter,3.5,1998-09-18,120,"Science Fiction, Animation"
886076,"Ferocious Female Freedom Fighters, Part 2",0.0,1982-01-01,90,Action
7706,War on Everyone,5.753,2016-10-07,98,"Action, Comedy, Mystery"
1635,The Call,6.799,2013-03-14,94,"Crime, Thriller"
207507,August Friends,3.0,2011-05-25,89,Comedy
6330,Populaire,6.659,2012-11-27,111,"Comedy, Romance"
203267,Il ritorno del piccolo Lord,5.0,2000-01-02,91,"Drama, Family, Comedy, TV Movie"
257018,Theerkadarishi,7.0,2023-05-05,120,"Thriller, Crime"
916817,Geheimakten Solvay,0.0,1953-01-23,105,Drama
193966,She Should Have Stayed in Bed,4.0,1963-09-19,65,Comedy
235695,Siri Raja Siri,10.0,2008-03-06,88,"Drama, Family"
760072,Fame,0.0,2017-06-08,60,Documentary
791191,The Hotelman's Holiday,0.0,1958-07-12,109,"Comedy, Drama"
287641,I Accept the War,6.0,1963-07-01,80,"Drama, Crime"
105061,Se7en Days Return,7.167,2023-06-22,82,Horror
319360,Black Force,5.0,1975-04-18,82,Action
66904,Khuda Haafiz Chapter 2: Agni Pariksha,6.583,2022-07-08,146,"Drama, Action"
62862,"I'm Taraneh, 15",7.2,2002-11-13,110,Drama
102029,C'est le coeur qui meurt en dernier,6.8,2017-04-14,103,Drama
587825,Gaabh,0.0,2024-06-21,126,Drama
26491,Public Speaking,6.917,2010-11-22,82,Documentary
870605,Spanish Round,0.0,1951-12-05,91,"Comedy, Music"
502487,Spooky Tales,0.0,2023-08-01,88,"Horror, Family"
32342,Alanis,6.308,2017-09-21,82,Drama
117963,My Husband and My Boyfriend,6.4,1955-05-24,80,"Romance, Comedy"
670574,Semur 4: Mahşerc,0.0,2023-07-14,79,Horror
111508,Her Name Was Mumu,7.4,2016-09-03,92,Drama
35975,In Old Chicago,6.485,1938-04-15,111,"Action, Drama"
315350,Friday at Dewayne's,1.0,2009-01-01,102,Comedy
86174,Polycarp,7.1,2015-06-24,94,"History, Drama"
16688,The Power,6.009,2021-06-03,92,Horror
157026,Who Goes Next?,6.667,1938-03-01,85,War
260728,Survival in Berlin-Neukölln,2.0,2017-11-23,82,Documentary
813748,A Woman...,0.0,1975-09-11,97,Drama
70894,Christmas for a Dollar,6.5,2013-12-15,101,"Drama, Family"
532356,Malady Rising,0.0,2024-08-09,80,Drama
157918,Forest Primeval,4.0,2008-02-19,70,Horror
790809,Bob Gimlin - Beyond Bigfoot,0.0,2017-08-03,79,Documentary
137448,I'm the Girl He Wants to Kill,9.0,1974-03-18,65,"Thriller, TV Movie"
208777,В последнюю очередь,7.0,1981-12-20,90,"Action, Mystery"
72736,A League of Ordinary Gentlemen,6.3,2004-05-05,93,Documentary
33340,For Better or For Worse,5.645,2014-07-19,84,"Romance, Family, Comedy, TV Movie"
769343,Albert Savarus,0.0,1993-01-30,98,"Comedy, Drama"
396574,A Tasty Kind of Love,0.0,1987-11-01,74,Comedy
755961,Les réprouvés,0.0,1937-02-19,90,Drama
284037,The Escape,8.0,1962-03-14,97,Thriller
78031,The Unholy Four,6.5,1970-03-11,95,Western
98766,Riot in a Women's Prison,4.7,1974-08-13,87,Drama
66115,Chop Chop,4.8,2001-11-02,90,Comedy
162596,"Mary Ryan, Detective",5.167,1949-11-03,68,"Crime, Mystery, Action, Adventure"
832878,When Adam Opens His Eyes,0.0,1993-05-08,111,Drama
160430,Bite Me If You Love Me,4.3,2011-09-10,71,"Horror, Comedy"
137179,Clash by Night,7.0,1964-08-29,75,"Crime, Drama"
904205,The Misused Love Letters,0.0,1969-07-19,95,Drama
259170,"On A Business Trip To A Hot Spring Resort, She Has To Share A Room With The Boss She Hates… And He Fucks Her And Makes Her Cum Again And Again – Kana Momonogi",10.0,2020-02-13,120,Drama
41207,Foreign Exchange,4.6,2008-09-09,85,Comedy
4664,The White Tiger,6.956,2021-01-13,125,Drama
626344,Make a Circle,0.0,2024-05-05,90,Documentary
338287,Severe Injuries,3.0,2003-09-28,64,"Drama, Horror"
52425,Rang Rasiya,6.2,2014-11-07,132,"Drama, History"
134974,Enemy of Women,5.1,1944-11-10,72,"Drama, War"
285538,The Truth Shall Not Be Killed,8.0,2018-05-14,150,Documentary
123829,Flesh Feast,4.1,1970-05-20,72,"Mystery, Horror"
169418,Safe at Home!,3.3,1962-04-13,84,"Drama, Comedy"
211314,Anything for John,6.0,1993-09-06,90,Documentary
241391,Innocent Prisoners,1.0,2020-08-07,99,Drama
192482,Tangled Web: Making Kiss of the Spider Woman,8.5,2008-06-25,108,Documentary
166572,Por querer a una mujer,5.7,1951-09-14,85,Drama
732794,Nashville Aahoy,0.0,2023-12-31,95,"Adventure, Action"
347796,The Young Runaways,6.0,1978-05-28,100,"Adventure, Drama, Family, TV Movie"
96316,Atlantic,4.714,1929-11-15,90,Drama
234371,Spy,6.0,1933-10-27,77,"Drama, Romance"
22995,The Swindle,6.544,1997-10-15,105,"Comedy, Crime, Thriller"
313906,Signs of Love,1.0,2006-03-02,133,"Fantasy, Drama, Comedy"
41779,King of Jazz,6.019,1930-04-20,98,"Animation, Comedy, Music"
589091,Ian Harris: Critical & Thinking,0.0,2014-09-17,71,Comedy
803969,Med Prins Wilhelm på afrikanska jaktstigar,0.0,1922-03-06,91,Documentary
885853,Mayan Renaissance,0.0,2012-05-16,68,Documentary
54748,The Dawnseeker,4.235,2018-08-16,82,Science Fiction
767785,Phantasmagoria,0.0,2017-04-28,70,Horror
285077,"Slutty, Busty & Bad",2.0,2009-01-01,61,Drama
98293,The Catch,6.4,1961-11-22,105,"War, Drama"
339042,Home Is Here,6.0,2017-05-25,75,Drama
76865,Prem Rog,7.3,1982-07-30,172,"Drama, Music, Romance"
60693,The Devil Dared Me To,5.3,2007-10-11,75,"Action, Comedy"
64860,Grave Secrets: The Legacy of Hilltop Drive,4.462,1992-03-03,97,"Horror, TV Movie"
167048,I Won't Let You Go,6.0,2022-06-23,87,"TV Movie, Mystery, Thriller, Drama"
291309,The Fall of the Queens,7.0,2021-03-21,83,Drama
1019961,The Last Journey of the Magna Carta King,0.0,2015-01-30,60,"Documentary, History"
859054,Double Cross,0.0,1973-01-01,142,"Action, Thriller, Crime"
793074,La ligne de couleur,0.0,2015-06-17,79,Documentary
307931,Days of Thrills and Laughter,5.0,1961-03-21,93,Documentary
15986,The Gorgon,6.283,1964-10-18,83,"Horror, Fantasy"
831352,XX Ray III,0.0,2019-01-24,100,"Science Fiction, Adventure, Comedy"
192382,Kiragoorina Gayyaligalu,8.5,2016-03-11,139,"Drama, Crime"
360364,Women in the City,0.0,1977-07-25,90,Drama
52644,Everlasting,5.7,2016-02-13,87,"Crime, Drama, Thriller, Mystery, Romance"
179665,A Lovely Parade,4.5,1970-06-04,79,Comedy
315000,Pelli Chesukundaam,4.0,1997-10-09,141,"Drama, Romance"
33247,Summit Fever,5.658,2022-10-13,115,Thriller
26722,Teke Teke,5.963,2009-03-21,70,Horror
295255,Letters to Paul Morrissey,4.0,2019-11-29,80,Drama
5064,Kill List,6.191,2011-09-02,95,"Horror, Thriller, Crime"
25441,Death Trance,5.914,2005-12-09,90,"Action, Thriller, Science Fiction"
428760,Hari Kondabolu: Vacation Baby,0.0,2023-04-18,63,Comedy
68779,22nd of May,5.8,2010-11-17,92,"Fantasy, Drama, Thriller"
60191,The English Surgeon,8.1,2007-10-01,93,Documentary
50199,I'll Cry Tomorrow,6.475,1955-12-25,117,Drama
48806,Korczak,7.6,1990-05-06,115,"Drama, History, War"
124854,Udhaya,5.1,2004-03-28,160,Drama
45951,Policeman,5.891,2011-07-09,105,Drama
820802,A Star to the Sun,0.0,1943-02-24,92,"Comedy, Drama"
40153,"April, May and June",7.786,2019-12-19,110,Drama
47983,The Other Dream Team,7.2,2012-09-28,89,Documentary
57537,Canvas,6.469,2006-11-12,101,Drama
335676,Whispers of the Forest,4.0,2014-10-23,100,"Horror, Fantasy"
4980,Hope Springs,6.251,2012-08-07,100,"Drama, Comedy, Romance"
118259,Asylum,5.8,1972-09-06,95,Documentary
668321,Date Bhet,0.0,2023-07-14,127,"Comedy, Romance"
1036739,MMA Diva,0.0,2020-01-16,85,"Action, Drama"
53149,Toys of Terror,6.056,2021-12-02,89,Horror
307587,Surgikill,3.0,1989-01-01,88,"Horror, Comedy"
145012,The Second Coming of Christ,3.6,2018-03-06,92,"Action, Drama"
118715,A Journey Through Time with Anthony,6.7,2015-11-20,122,"Drama, Romance"
397158,Luis Nery vs. Froilan Saludar,0.0,2023-07-08,208,Action
1003734,The Vision of Art,0.0,2022-08-05,88,"Adventure, Music, Family"
37196,Showdown in Manila,3.2,2016-02-18,86,Action
365077,I Was Lucky Enough To Discover Some Nip Slips And Was Trying To Peek Without Getting Caught But Maybe I Was Caught In The Act After All!? 19 – The Yoga Instructor –,0.0,2022-03-10,120,Drama
449124,Pilata Bigidigala,0.0,2015-08-14,166,"Comedy, Romance, Drama"
199322,Dimension in Fear,3.0,1998-06-05,111,Thriller
28964,Swung,5.628,2015-06-19,87,"Romance, Drama"
135282,Wars Don't End,8.0,2018-09-26,64,Documentary
93771,I Sent a Letter to My Love,6.571,1980-04-09,96,Drama
23889,Bonhomme,6.7,2018-08-29,103,"Comedy, Drama"
20699,100 Rifles,5.84,1969-03-26,110,"Adventure, Action, Western, War"
349324,Ulrike Ottinger: Nomad from the Lake,6.0,2012-02-15,85,Documentary
11872,One Man Up,7.244,2001-08-31,100,"Comedy, Drama"
33160,Darkness Falls,5.447,2020-03-07,84,"Thriller, Crime, Drama"
91648,Saving Marriage,5.6,2006-06-15,90,Documentary
142675,Christopher Titus: Born With a Defect,8.8,2016-04-09,107,Comedy
89718,Prey for Death,3.25,2015-03-06,80,Western
326787,Baggerführer Bob,2.0,2014-08-04,74,"Horror, Comedy"
97109,Invasion,5.6,1965-10-01,82,Science Fiction
39788,Star Slammer,3.768,1986-10-10,86,"Action, Comedy, Science Fiction"
34691,Tea Pets,6.586,2017-07-21,98,"Animation, Adventure, Family"
868606,A Girl's Best Friend,0.0,1978-05-11,85,"Comedy, Crime"
385902,Super Session,0.0,1975-10-10,82,Documentary
798530,Friends in a hurry,0.0,2018-10-18,96,Comedy
3676,Dan in Real Life,6.541,2007-10-26,98,"Comedy, Romance, Drama"
93622,Steve Coogan: The Man Who Thinks He's It,6.9,1999-10-01,149,Comedy
347084,"Maria, Argentinien und die Sache mit den Weißwürsten",5.0,2016-12-02,90,"TV Movie, Comedy"
934071,New Délire,0.0,2007-01-20,80,Comedy
93897,Hitler's Folly,4.4,2016-06-03,67,"Comedy, Animation"
36701,Furtive,6.563,2020-08-06,84,Thriller
96182,Target Earth,4.2,1998-01-01,95,"Science Fiction, Horror"
140717,Don Segundo Sombra,5.5,1969-06-07,105,Drama
105904,Kaalidas,6.2,2019-12-13,126,"Action, Crime"
56270,Claire Andrieux,6.3,2020-10-02,92,"Drama, Comedy, TV Movie"
10977,The Last Dragon,6.4,1985-03-22,108,"Action, Adventure, Music"
179282,Cries from the Heart,2.5,1994-10-16,120,Drama
165488,Lost and Found,5.0,2016-02-23,111,Drama
181029,10 Days Before the Wedding,3.5,2018-08-20,122,"Drama, Romance, Music"
17602,Lady Chatterley's Lover,6.367,2015-09-06,89,"Romance, Drama"
670988,Sellers of the Age of Miracles,0.0,2022-11-11,77,"Drama, Mystery, Science Fiction"
1035398,Guns Along The Bravo,0.0,2001-10-10,85,Western
174949,Eine Almhütte für Zwei,5.0,2020-09-05,90,"Drama, TV Movie"
42198,A Bloody Aria,6.0,2006-05-31,115,"Thriller, Action, Horror, Comedy"
261585,Daz and Dave Survival 2,10.0,2023-12-16,95,"Documentary, Adventure"
55697,The Boy Band Con: The Lou Pearlman Story,6.6,2019-03-13,99,Documentary
328991,Father Was a Fullback,6.0,1949-09-30,84,Comedy
5621,The Night Eats the World,6.033,2018-03-07,94,"Drama, Horror, Thriller"
332861,Prince Of Cunningness,6.0,1964-01-02,130,"Adventure, Action, Drama"
64060,Rape! 13th Hour,5.1,1977-01-22,73,"Action, Crime, Thriller"
120512,Momentos,5.4,1981-05-07,90,Drama
127741,The Boxer from the Temple,5.9,1979-01-01,92,Action
190211,Bindaas,5.0,2008-02-15,146,"Action, Comedy, Romance, Thriller"
15716,Blood Rage,5.786,1987-06-01,84,Horror
315704,Unconditional Love,2.0,1994-01-01,88,Drama
339184,Guerreras verdes,2.0,1976-09-15,110,Drama
94382,"A Smell of Honey, a Swallow of Brine",4.929,1966-06-10,71,Drama
20210,Numb,5.827,2007-04-30,93,"Comedy, Drama, Romance"
166281,Saugatuck Cures,5.7,2015-06-30,90,Comedy
17632,Water,6.9,2005-09-08,115,"Drama, Romance"
847178,Händel: Rodelinda,0.0,2011-12-03,197,Music
108111,Love Without Borders,5.8,2021-10-14,95,"Romance, Comedy"
336995,Turandot,10.0,2015-08-25,125,"Drama, Music"
53214,Onimasa: A Japanese Godfather,6.3,1982-06-05,146,"Action, Crime, Drama"
331732,Azaad,5.0,2000-09-29,145,"Action, Crime, Drama"
1025746,My Girlfriend’s Little Sister Loved Me So Much That I Had To Knock Her Up On The Side Aoi Amano,0.0,2021-10-26,150,Drama
36019,Brazil 2002: The Real Story,7.591,2022-10-04,90,Documentary
13343,SpaceCamp,5.854,1986-06-06,107,"Family, Adventure, Science Fiction"
447401,Tergoda Rayuan,0.0,1984-01-01,91,Drama
40150,The Nurse on a Military Tour,4.821,1977-09-02,84,Comedy
774159,Lonesome Ladies,0.0,1927-07-03,60,Comedy
100009,Detour,2.583,2003-12-02,88,"Thriller, Horror"
64557,Incontrol,5.385,2017-08-27,82,"Drama, Science Fiction, Thriller"
38007,China Strike Force,5.133,2000-12-21,92,"Action, Thriller"
897620,Your Story,0.0,2009-08-29,110,Drama
257692,Honto no Shinrei Toko Collection Kindan no File Collected by Kaidan Toshokan (2017),10.0,2017-07-11,79,Horror
1043422,No Place to Go,0.0,1927-10-30,70,"Comedy, Romance"
100864,Annaluise & Anton,7.1,1953-08-26,91,"Family, Drama, Comedy"
19646,Lemon Tree Passage,4.165,2014-08-25,84,"Horror, Mystery, Thriller"
131387,The Sisters,3.8,2004-03-04,95,"Drama, Horror"
45911,Lust Stories 2,5.326,2023-06-29,132,"Drama, Romance"
266270,The League of Gentlemen Are Behind You,9.0,2006-11-20,97,"Comedy, Horror"
903401,The Love,0.0,1968-01-01,144,"Romance, Drama, Crime"
116002,Titanic's Final Mystery,8.0,2012-05-29,92,Documentary
113484,From This Day Forward,7.8,2015-04-11,75,Documentary
981491,Pilyo,0.0,2016-06-12,80,Drama
1003138,Shackled,0.0,1918-05-20,60,Drama
18834,Gun Woman,4.824,2014-02-28,86,"Thriller, Action"
129234,Alice Cooper: The Nightmare Returns,6.1,1987-01-01,75,Music
48048,Stalked by My Doctor: Patient's Revenge,6.476,2018-06-10,88,"Thriller, TV Movie"
211388,Beats of the Antonov,3.0,2014-09-05,65,Documentary
273094,If I Were Rich,5.0,1972-01-01,85,Comedy
206168,Bathhouse 911: Jellyfish Bliss,5.0,1978-11-18,71,Romance
66198,Forsaking All Others,6.8,1934-12-23,84,"Comedy, Drama, Romance"
775378,The world that was (and that is),0.0,2011-01-01,97,Drama
1033585,"Damn, She's a Lesbian",0.0,2010-04-20,139,Comedy
386849,Followers,0.0,2023-06-23,73,"Horror, Thriller"
48677,The Last Days of Pompeii,5.619,1935-10-18,96,"Drama, Adventure"
2401,Velvet Buzzsaw,5.352,2019-02-01,113,"Thriller, Mystery, Horror"
151422,Tinpis Run,5.3,1991-09-06,94,"Comedy, Drama"
785589,Kinogamma Part One: East,0.0,2008-08-10,76,Documentary
5654,Asterix in Britain,6.74,1986-12-03,79,"Family, Animation, Adventure, Comedy"
930128,What You Sow,0.0,1979-08-29,83,Drama
860617,Lenny Blue,0.0,2002-07-01,141,"Drama, Crime"
452844,AMBI-076 A Kansai Girl In Glasses Who Used To Enjoy Masturbation While In Class When She Was In,0.0,2017-03-01,144,Drama
28903,Aamir,6.6,2008-06-06,99,Thriller
913364,Betrayal,0.0,1932-03-31,65,Crime
1046743,The Everly Brothers: Songs of Innocence and Experience,0.0,1984-11-02,95,Documentary
100977,A Fig Leaf for Eve,4.2,1944-07-04,69,"Drama, Romance"
383288,Mysterious Collector Kaosu Sumikura 2,0.0,2019-11-02,99,Horror
982840,Touching Infinity,0.0,2020-10-10,76,Documentary
88523,An Angel Named Billy,3.6,2007-01-11,120,Drama
936278,終着駅の牛尾刑事ｖｓ事件記者・冴子“致死海流”,0.0,2008-12-20,120,Mystery
752978,Sueños de mujer,0.0,1961-08-28,85,Drama
174575,Stricken,4.7,1998-01-01,88,"Drama, Thriller"
592533,Maa,0.0,1984-05-11,128,Drama
314478,The Dangerous Slope,6.0,2012-09-30,102,"Crime, Mystery, TV Movie"
72491,The Mildew from Planet Xonader,4.7,2015-12-15,85,"Action, Horror, Science Fiction"
356445,Besuch bei James Ellroy,0.0,2001-01-01,60,Documentary
351519,The Cottage,0.0,2006-07-07,81,"Thriller, Mystery, TV Movie"
802020,The Accusation,0.0,1985-10-26,114,Drama
132476,The Beat Hotel,4.5,2012-03-30,88,Documentary
104461,The Gadfly,5.8,1955-04-12,102,"Drama, Action, War, Adventure"
346791,It's Really Kind of You,6.0,2015-09-01,92,"Drama, Thriller, Mystery"
883826,Sting's 40th Birthday Celebration: Live from the Hollywood Bowl,0.0,1991-10-01,110,Music
32885,Who Dares Wins,6.0,1982-08-26,125,"Action, Thriller"
6871,The Tiger and the Snow,6.8,2005-10-14,114,"Comedy, Drama, Romance"
478656,GG Allin & The Murder Junkies: Terror In America Live 1993,0.0,2006-07-05,117,Music
1654,The Thin Red Line,7.446,1998-12-25,171,"Drama, History, War"
142403,UFC 107: Penn vs. Sanchez,6.1,2009-12-12,178,Action
105737,Welcome in Vienna,6.4,1986-01-01,127,"Drama, War"
505442,I AM HERE!,0.0,2023-01-28,70,Drama
103945,Ernst Thälmann – Son of the Working Class,4.429,1954-03-09,124,"History, Drama"
1005676,Without Kerosene to Berlin,0.0,2021-10-16,60,Documentary
22746,The Heiresses,6.5,2018-03-15,95,Drama
56960,Just the Way You Are,7.4,2015-06-17,107,"Drama, Romance, Comedy"
167165,Jyukai: The Sea of Trees Behind Mt. Fuji,6.0,2005-06-25,119,Drama
71730,Raging Rose,5.4,2015-11-27,82,Drama
27822,A Life of Speed: The Juan Manuel Fangio Story,7.3,2020-03-20,92,Documentary
225828,Young And Afraid,8.5,2021-09-24,104,Documentary
329361,Three Supermen in Tokyo,6.0,1968-05-03,97,Action
1030291,Seikan Tokusou Assault Riser,0.0,2004-11-01,80,Science Fiction
51525,Roadblock,5.711,1951-09-17,73,Crime
935580,Twin Sisters,0.0,1950-12-31,84,Drama
44584,Magical Sisters Yoyo & Nene,6.646,2013-12-28,100,"Animation, Fantasy, Adventure"
212665,Cabman No. 13,7.0,1937-04-20,63,"Comedy, Romance"
116281,"Case of Kyoko, Case of Shuichi",6.2,2013-08-24,134,Drama
851902,Marie of the Isles,0.0,1960-01-15,100,"Romance, Adventure"
166338,Bugs: A Trilogy,4.3,2018-10-08,66,Horror
82876,Ring of Fire III: Lion Strike,5.3,1995-02-28,90,Action
195972,La papesse Jeanne,3.0,2017-04-26,92,"History, Drama"
85311,A Decent Man,6.7,2018-10-19,93,Drama
956313,For the Other's Sins,0.0,2015-05-16,92,Romance
5872,The Tournament,5.917,2009-05-01,95,"Horror, Action, Thriller"
782108,Up the River,0.0,1938-12-09,75,Comedy
240634,The Snowman: The Film That Changed Christmas,7.0,2022-12-17,60,Documentary
7038,The Yellow Sea,7.356,2010-12-22,141,"Drama, Thriller, Crime"
342680,The Thralls,7.0,1978-03-27,84,Animation
24010,23 Paces to Baker Street,6.75,1956-05-18,103,"Crime, Mystery, Thriller"
94298,Inside the Labyrinth: The Making of 'The Silence of the Lambs',7.1,2001-08-21,63,Documentary
20783,Love's Kitchen,5.432,2011-06-24,86,"Drama, Romance, Comedy"
1007367,Pugin: God's Own Architect,0.0,2012-01-19,60,Documentary
268861,12 Theses,4.0,2021-11-26,103,Mystery
160713,Biohazardous,3.3,2001-05-11,95,"Action, Science Fiction, Horror, Mystery"
770531,Song at Midnight,0.0,1985-01-01,96,Romance
148986,Jodidos polleros,5.0,2007-01-01,103,Action
105402,Bona,5.2,1980-12-25,86,Drama
654710,The Brand,0.0,1919-03-09,70,Adventure
148309,Det begyndte ombord,5.7,1937-08-09,86,"Family, Drama, Comedy"
42977,Music on Hold,6.6,2009-03-19,98,"Drama, Romance, Comedy"
298825,The Okinawa War of Ten Years,6.0,1978-06-03,102,Crime
191844,Harodongseon,6.0,2022-03-30,104,Drama
543564,Side Street Angel,0.0,1937-09-06,63,Comedy
199174,Dead Billy,5.5,2016-10-14,127,"Mystery, Drama, Thriller, Horror"
11246,10,5.598,1979-10-05,122,"Comedy, Romance"
86826,Monstro!,4.9,2010-10-01,76,"Action, Comedy, Horror"
209318,Madhosh,5.0,1994-02-04,146,"Romance, Drama, Music, Action"
36377,"Romulus, My Father",5.924,2007-05-31,104,Drama
922055,Wilhelmsburger Freitag,0.0,1964-03-19,90,"Drama, TV Movie"
113870,Locos Peligrosos,5.0,1957-07-31,120,Comedy
870603,Step bay step,0.0,2011-03-31,101,"Comedy, Music"
297536,Ridge,6.0,2019-01-30,76,"Drama, Adventure"
387741,The Little Mermaid,0.0,2023-05-30,98,"Animation, Family, Adventure, Comedy"
477204,Mila's Angels,0.0,2022-03-03,64,Documentary
836344,Beyond Blood,0.0,2019-08-23,92,Documentary
133001,Homewrecker,4.2,1992-03-10,83,"Science Fiction, Horror, TV Movie"
410280,Domus de janas,0.0,2023-04-20,69,Documentary
38208,Rahasya,7.2,2015-01-30,123,"Thriller, Mystery"
162922,Skipper & Co.,5.5,1974-12-16,81,Comedy
262661,Nora,7.0,2010-01-01,75,Drama
206777,Polyxeni,5.5,2017-12-14,100,Drama
64611,Equalizer 2000,4.2,1987-05-19,85,"Action, Science Fiction"
19660,Made in U.S.A,6.266,1967-01-27,85,"Comedy, Crime, Mystery"
595263,Sabu and Ichi's Detective Stories 2,0.0,1981-10-16,91,Drama
159963,Spanton vs The French Police,6.3,2022-03-26,63,Documentary
133500,Gloria,5.8,1999-11-03,102,Drama
342717,João Saldanha,8.0,2012-10-01,97,Documentary
1020818,Srigala Item,0.0,1941-08-02,87,"Drama, Action"
811369,Valencia,0.0,1926-12-18,60,"Drama, Romance"
761562,Tsurumoku Dokushinryô,0.0,1991-07-27,97,"Drama, Comedy"
765710,The First Family of Satanism,0.0,1990-01-01,66,Documentary
180422,Deva,5.0,2019-11-28,76,Drama
123022,Black Harvest,6.6,1992-04-04,90,Documentary
6079,The Medium,7.062,2021-07-14,131,"Horror, Thriller"
384,We're the Millers,6.814,2013-08-07,110,"Comedy, Crime"
251940,Hour of Danger,2.0,2023-03-01,104,"Drama, History, Crime"
108735,Predictions of Fire,6.5,1996-10-02,90,"Music, Documentary"
127636,Three Yakuza,7.8,1965-05-22,120,"Action, Adventure"
208003,Phish: Live In Brooklyn,5.2,2004-06-17,221,Music
108050,Death at Owell Rock,5.3,1967-07-21,93,Western
69831,Hairshirt,3.7,1998-09-13,91,"Comedy, Romance"
980315,Love Rapids,0.0,1989-01-01,114,Adventure
350900,Lumpia,6.0,2003-01-01,80,"Action, Comedy"
40984,Albino Farm,4.77,2009-09-09,85,Horror
83603,Fear Runs Silent,4.4,2000-03-10,90,"Thriller, Horror"
305598,"Manika, the Girl Who Lived Twice",6.5,1989-05-26,106,Drama
1021681,Remember Me Just Like This,0.0,2022-02-18,116,"Documentary, Music"
82425,Don King: Only in America,6.4,1997-11-15,121,"Drama, TV Movie"
194938,Murder at Honeymoon Hotel,3.5,2016-05-27,97,"Mystery, Crime"
239093,Ukyunosuke on Patrol,7.0,1963-11-20,92,"Action, History"
3353,Dead Man Walking,7.344,1995-12-29,122,Drama
315247,9000 Needles,8.0,2009-10-01,83,"Documentary, Drama"
164983,Maanja Velu,4.3,2010-05-21,150,Action
20274,Faust: Love of the Damned,4.9,2000-11-01,98,"Horror, Fantasy, Action"
291463,President Kennedy's Birthday Salute,6.0,1962-05-19,60,"TV Movie, History, Documentary"
9809,Luce,6.346,2019-08-02,109,"Drama, Thriller"
507489,Huo hong de nian dai,0.0,1974-01-20,94,Drama
343790,A Perfect Match,3.0,2007-08-08,107,"Comedy, Drama, Romance"
932839,Regret,0.0,1969-10-08,100,Horror
146646,"Monsters, Marriage and Murder in Manchvegas",7.8,2009-05-31,80,"Adventure, Comedy, Horror"
94451,Check,5.714,2021-02-20,140,"Crime, Thriller"
25717,Bald Mountain,6.807,2013-10-18,120,"Drama, Western"
193642,Kirenji Girls’ Combat School 2,4.0,2008-07-01,65,Action
846274,Female Battalion,0.0,1985-01-01,89,"Action, Comedy"
425809,Frente a Guernica,0.0,2023-06-30,126,Documentary
381028,Blacksmith,0.0,2019-09-29,63,Documentary
35694,The Taking of Beverly Hills,5.2,1991-10-10,96,"Action, Thriller"
911609,Busty Lovers,0.0,2014-07-28,134,Fantasy
853606,Children of the Lake,0.0,2008-12-31,93,Horror
11949,Christmas Vacation '95,5.4,1995-12-14,96,Comedy
511844,RIVERBED,0.0,2016-01-01,100,Documentary
911340,Sex and Death to the Age 14,0.0,1982-01-01,64,Documentary
301614,Sharp Shooter,5.0,2015-12-11,135,"Action, Comedy"
1043705,"100x More Pleasure Than A Sex Club!! A Men’s Massage Parlor Where You’ll Get Erotic Dirty Talk Whispered Into Your Ear While Your Dribble Pre-Cum All Over Her Tight, Runa Tsukino",0.0,2021-11-12,170,Documentary
295127,Blue Country,0.5,1977-02-23,104,Comedy
196027,Rule No. 1,5.5,2003-10-31,87,"Comedy, Drama"
922844,Country,0.0,1981-10-20,82,Drama
837920,Alvina: Thunder & Lightning,0.0,2013-01-01,84,Horror
3039,The Frighteners,6.88,1996-07-18,110,"Horror, Comedy"
373503,Lifestyle,0.0,2022-01-01,75,"Crime, Action, Adventure, Drama"
265530,Ο Νικητής,4.0,1965-01-01,86,Drama
965787,[First shot] AV application on the net → AV experience shooting 520,0.0,2017-12-16,67,Documentary
17764,Bingo Hell,4.828,2021-10-01,85,"Thriller, Horror"
439464,The Best Secret Agent 4: Fake Couple,0.0,1966-03-15,99,"Mystery, Crime, Romance, Action"
490569,Loons,0.0,2016-11-06,121,Horror
381338,Ano ka... hilo?,0.0,1985-02-21,120,Comedy
906117,Glacier Park's Night of the Grizzlies,0.0,2010-05-17,90,Documentary
229355,Harry: The Troubled Prince,6.0,2020-03-21,60,Documentary
220120,Burning Dog,5.0,2020-03-17,89,Thriller
1027894,The Taste of Apple,0.0,2018-07-25,100,Drama
887354,The King's Guerrillas,0.0,1950-11-03,89,"Adventure, Action"
892013,A Life in Hashistan,0.0,2007-06-24,67,Documentary
962652,"Bakit Ba Ganyan? (Ewan ko nga ba, Darling)",0.0,2000-11-29,106,Drama
26661,Little Boxes,6.2,2017-04-14,84,"Comedy, Drama"
786788,Sword of Emei,0.0,1969-09-10,87,"Action, Adventure"
286275,"Love, Anonymous",6.0,2015-10-22,135,Romance
